412,443,490,510,560,665,683,710,765,778,865
0.000793615,0.001716266,0.003819244,0.005048386,0.007487898,0.004574098,0.004314661,0.002982243,0.000345765,0.000740215,0.000740215
0.000834275,0.002232248,0.007152304,0.009206548,0.012986633,0.009060004,0.008256508,0.005344087,0.003103017,0.003362465,0.003362465
0.000984760,0.002073906,0.004307670,0.005504417,0.007713781,0.006578605,0.006253053,0.004788613,0.001053431,0.001012119,0.001012119
0.001284152,0.002612868,0.005301423,0.006806899,0.009281315,0.007213509,0.006533128,0.003629455,0.000486550,0.000594157,0.000594157
0.001465009,0.005036984,0.008659446,0.010817673,0.013580027,0.014654386,0.014364584,0.012639619,0.004131577,0.004642160,0.004642160
0.001640666,0.003220192,0.007859525,0.011536894,0.015905723,0.018856272,0.018594448,0.015900542,0.004586377,0.005180963,0.005180963
0.001668423,0.004200877,0.008785277,0.010784199,0.014210092,0.007168518,0.006309986,0.003511431,0.000337237,0.000396685,0.000396685
0.001712977,0.002891209,0.005979136,0.007754178,0.010883833,0.012522424,0.012302894,0.010361935,0.002774847,0.002739799,0.002739799
0.002022583,0.001627148,0.004719895,0.006342905,0.009560845,0.008305640,0.007754260,0.005423916,0.002902393,0.003129791,0.003129791
0.002446267,0.003301374,0.006977798,0.008911668,0.012225869,0.013877914,0.013634533,0.011682708,0.003629324,0.004053803,0.004053803
0.002740587,0.005167660,0.010160458,0.012370967,0.016847374,0.016920890,0.016421838,0.013539767,0.003941748,0.004373106,0.004373106
0.002829969,0.004771180,0.009556954,0.012577873,0.018997698,0.022096579,0.022072543,0.020386451,0.006656387,0.007442699,0.007442699
0.002903313,0.005184275,0.010744284,0.013387980,0.017386318,0.019740821,0.019615241,0.017362174,0.005608843,0.006480021,0.006480021
0.002927806,0.004610002,0.008694901,0.011339794,0.015204048,0.017655693,0.017691984,0.015873931,0.005226178,0.005818424,0.005818424
0.003444589,0.005604016,0.010385423,0.013109080,0.017775357,0.020706354,0.020657832,0.018214811,0.005723548,0.006288149,0.006288149
0.003906838,0.005397113,0.010425455,0.013606748,0.018590876,0.019201413,0.019271277,0.017385213,0.005914969,0.006597180,0.006597180
0.004242981,0.007449841,0.011952877,0.014239708,0.018508759,0.013976436,0.013014868,0.008909835,0.001627285,0.001812889,0.001812889
0.004398568,0.006540232,0.011510983,0.014282102,0.018588689,0.013332888,0.012744286,0.010132080,0.002256807,0.002701974,0.002701974
0.004532853,0.006356912,0.010164709,0.012614396,0.016434487,0.018495957,0.018265408,0.015788111,0.004806648,0.005396889,0.005396889
0.004744441,0.007311187,0.012804713,0.016150167,0.021193002,0.021845853,0.021526496,0.018264901,0.004684770,0.005359420,0.005359420
0.004802140,0.005882436,0.010238630,0.012900051,0.016419903,0.019004128,0.019193573,0.017969190,0.006296448,0.007084697,0.007084697
0.004862778,0.008091672,0.013919060,0.017133568,0.021921660,0.023495249,0.023014753,0.019220218,0.006052468,0.006573004,0.006573004
0.005056742,0.008092853,0.012979938,0.015778078,0.019846080,0.020177290,0.019603412,0.016789782,0.004549593,0.005143527,0.005143527
0.005060977,0.007969556,0.012890264,0.015886702,0.019546976,0.018465089,0.017699151,0.015262526,0.003880426,0.004495216,0.004495216
0.005221035,0.008487746,0.011717193,0.014464853,0.019018324,0.016577345,0.015695756,0.012168477,0.002623226,0.002978986,0.002978986
0.005278796,0.007718398,0.013601160,0.017582172,0.021924717,0.023203882,0.022943482,0.020301846,0.006456549,0.007252336,0.007252336
0.005292210,0.008556009,0.012906795,0.014832001,0.017502772,0.008498074,0.007660168,0.004694367,0.000515590,0.000744049,0.000744049
0.005456808,0.007803645,0.014030286,0.018002028,0.021517325,0.023417869,0.023428345,0.022218814,0.007901248,0.008950469,0.008950469
0.005464327,0.007605870,0.013753271,0.017289620,0.021749544,0.022663103,0.022544147,0.019816414,0.006144928,0.006958040,0.006958040
0.005545291,0.008634522,0.013067461,0.015349783,0.018495009,0.010724559,0.009773873,0.006057759,0.000648747,0.000873316,0.000873316
0.005616923,0.008238385,0.014961038,0.018845877,0.023123858,0.024144810,0.023871522,0.021256871,0.007125601,0.007903192,0.007903192
0.005657572,0.008336972,0.014936736,0.018607679,0.023478409,0.023544517,0.023283169,0.020313320,0.006634549,0.007370034,0.007370034
0.005805813,0.008406635,0.013833711,0.016521850,0.020575472,0.015953132,0.015409641,0.011788217,0.002638399,0.003102923,0.003102923
0.005923934,0.007116227,0.015798489,0.020113915,0.018165099,0.021230228,0.022146366,0.022496208,0.010996475,0.012676393,0.012676393
0.006368643,0.009231949,0.014132467,0.016926481,0.020883699,0.015453904,0.014631446,0.010757752,0.002623645,0.002981971,0.002981971
0.006788397,0.010093849,0.014772726,0.017384926,0.021193300,0.013970247,0.013016316,0.008959912,0.001521857,0.001808093,0.001808093
0.006812532,0.010265999,0.014552398,0.016977711,0.020658401,0.015058103,0.014214107,0.010277387,0.001890791,0.002050748,0.002050748
0.007376563,0.009730186,0.012391121,0.015393856,0.019035094,0.015877869,0.015156100,0.011993148,0.003481860,0.004010028,0.004010028
0.009646671,0.005241334,0.009675929,0.012146135,0.015146225,0.016722729,0.016680994,0.015047905,0.005421130,0.006085226,0.006085226
0.010427579,0.008121155,0.016428031,0.020486744,0.023599129,0.026425994,0.027212436,0.027216908,0.012043966,0.013230275,0.013230275
0.011064578,0.012202119,0.016782209,0.020904777,0.025110846,0.027938734,0.028752129,0.027697175,0.011819794,0.012614828,0.012614828
0.011813373,0.019184491,0.027717776,0.031646175,0.034934629,0.031502308,0.029803713,0.024958302,0.007149113,0.007779477,0.007779477
